Sl. No,HHID,Environment,Use,Access,Capacity,Resource,wpi_add,wpi_pca,Statename
4131,67784206,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Jammu & Kashmir
4133,67784206,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Jammu & Kashmir
4134,67784206,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Jammu & Kashmir
4135,67784206,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Jammu & Kashmir
4136,67784207,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Jammu & Kashmir
4137,67784207,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Jammu & Kashmir
4138,67784207,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Jammu & Kashmir
4139,67784207,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Jammu & Kashmir
4140,67784207,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Jammu & Kashmir
4141,67784207,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Jammu & Kashmir
4142,67784207,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Jammu & Kashmir
4143,67784208,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Jammu & Kashmir
4144,67784208,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Jammu & Kashmir
4145,67784208,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Jammu & Kashmir
4146,67784208,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Jammu & Kashmir
4147,67784208,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Jammu & Kashmir
4148,67784208,0.866,0.4,0.595,0.665,0.199,0.545,0.5651,Jammu & Kashmir
4157,67784210,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Jammu & Kashmir
4158,67784210,0.866,0.4,0.595,0.165,0.199,0.445,0.4651,Jammu & Kashmir
4159,67784210,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Jammu & Kashmir
4160,67784210,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Jammu & Kashmir
4161,67784210,0.866,0.4,0.595,0.495,0.199,0.511,0.5311,Jammu & Kashmir
4407,67788204,0.2,0.532,0.595,0.165,0.1,0.3184,0.3616,Jammu & Kashmir
4408,67788204,0.2,0.532,0.595,0.165,0.1,0.3184,0.3616,Jammu & Kashmir
4409,67788204,0.2,0.532,0.595,0.665,0.1,0.4184,0.4616,Jammu & Kashmir
4410,67788204,0.2,0.532,0.595,0.495,0.1,0.3844,0.4276,Jammu & Kashmir
4411,67788204,0.2,0.532,0.595,0.495,0.1,0.3844,0.4276,Jammu & Kashmir
4412,67788204,0.2,0.532,0.595,0.495,0.1,0.3844,0.4276,Jammu & Kashmir
4413,67788205,0.332,0.4,0.595,0,1,0.4654,0.4054,Jammu & Kashmir
4414,67788205,0.332,0.4,0.595,0,1,0.4654,0.4054,Jammu & Kashmir
4800,67793204,0.732,1,0.595,0.665,1,0.7984,0.7984,Jammu & Kashmir
4801,67793204,0.732,1,0.595,0.665,1,0.7984,0.7984,Jammu & Kashmir
4802,67793204,0.732,1,0.595,0.665,1,0.7984,0.7984,Jammu & Kashmir
4803,67793204,0.732,1,0.595,0.495,1,0.7644,0.7644,Jammu & Kashmir
4821,67793209,0.732,0.532,0.595,0.495,1,0.6708,0.624,Jammu & Kashmir
4822,67793209,0.732,0.532,0.595,0.165,1,0.6048,0.558,Jammu & Kashmir
4823,67793209,0.732,0.532,0.595,0.665,1,0.7048,0.658,Jammu & Kashmir
4824,67793209,0.732,0.532,0.595,0.665,1,0.7048,0.658,Jammu & Kashmir
4825,67793209,0.732,0.532,0.595,0.495,1,0.6708,0.624,Jammu & Kashmir
4826,67793209,0.732,0.532,0.595,0.495,1,0.6708,0.624,Jammu & Kashmir
4827,67793209,0.732,0.532,0.595,0.665,1,0.7048,0.658,Jammu & Kashmir
5004,67798206,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Jammu & Kashmir
5005,67798206,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Jammu & Kashmir
5006,67798206,0.732,0.8,0.595,0.495,1,0.7244,0.7044,Jammu & Kashmir
5007,67798206,0.732,0.8,0.595,0.165,1,0.6584,0.6384,Jammu & Kashmir
5096,67575202,0.8,0.932,0.595,0.33,1,0.7314,0.7246,Himachal Pradesh
5097,67575202,0.8,0.932,0.595,0,1,0.6654,0.6586,Himachal Pradesh
5098,67575202,0.8,0.932,0.595,0.5,1,0.7654,0.7586,Himachal Pradesh
5099,67575202,0.8,0.932,0.595,0.5,1,0.7654,0.7586,Himachal Pradesh
5177,67574207,0.866,0.8,0.595,0.495,0.598,0.6708,0.691,Himachal Pradesh
5178,67574207,0.866,0.8,0.595,0.165,0.598,0.6048,0.625,Himachal Pradesh
5179,67574207,0.866,0.8,0.595,0.495,0.598,0.6708,0.691,Himachal Pradesh
5180,67574207,0.866,0.8,0.595,0.665,0.598,0.7048,0.725,Himachal Pradesh
5189,67574210,0.866,0.8,0.595,0.165,0.598,0.6048,0.625,Himachal Pradesh
5190,67574210,0.866,0.8,0.595,0.495,0.598,0.6708,0.691,Himachal Pradesh
5191,67574210,0.866,0.8,0.595,0.495,0.598,0.6708,0.691,Himachal Pradesh
5192,67574210,0.866,0.8,0.595,0.495,0.598,0.6708,0.691,Himachal Pradesh
5193,67573101,0.8,0.866,0.595,0.495,0.199,0.591,0.6577,Himachal Pradesh
5194,67573101,0.8,0.866,0.595,0.665,0.199,0.625,0.6917,Himachal Pradesh
5195,67573101,0.8,0.866,0.595,0.665,0.199,0.625,0.6917,Himachal Pradesh
5237,67573210,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5238,67573210,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5239,67573210,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5240,67573210,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5306,67572202,0.866,0.4,0.595,0,1,0.5722,0.5122,Himachal Pradesh
5311,67572204,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5312,67572204,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5313,67572204,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5314,67572204,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5328,67572207,0.866,0.4,0.595,0.495,1,0.6712,0.6112,Himachal Pradesh
5330,67572207,0.866,0.4,0.595,0.495,1,0.6712,0.6112,Himachal Pradesh
5344,67578101,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5345,67578101,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5346,67578101,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5358,67578203,0.266,0.8,0.298,0,0.9,0.4528,0.4428,Himachal Pradesh
5359,67578203,0.266,0.8,0.298,0.33,0.9,0.5188,0.5088,Himachal Pradesh
5360,67578203,0.266,0.8,0.298,0.33,0.9,0.5188,0.5088,Himachal Pradesh
5361,67578204,0.866,0.8,0.595,0.33,0.7,0.6582,0.6682,Himachal Pradesh
5362,67578204,0.866,0.8,0.595,0,0.7,0.5922,0.6022,Himachal Pradesh
5363,67578204,0.866,0.8,0.595,0.33,0.7,0.6582,0.6682,Himachal Pradesh
5364,67578205,0.866,0.8,0.595,0.5,1,0.7522,0.7322,Himachal Pradesh
5365,67578205,0.866,0.8,0.595,0.33,1,0.7182,0.6982,Himachal Pradesh
5366,67578205,0.866,0.8,0.595,0.5,1,0.7522,0.7322,Himachal Pradesh
5367,67578205,0.866,0.8,0.595,0.5,1,0.7522,0.7322,Himachal Pradesh
5368,67578205,0.866,0.8,0.595,0.5,1,0.7522,0.7322,Himachal Pradesh
5369,67578206,0.266,0.8,0.298,0.665,1,0.6058,0.5858,Himachal Pradesh
5370,67578206,0.266,0.8,0.298,0.495,1,0.5718,0.5518,Himachal Pradesh
5371,67578206,0.266,0.8,0.298,0.665,1,0.6058,0.5858,Himachal Pradesh
5372,67578206,0.266,0.8,0.298,0.665,1,0.6058,0.5858,Himachal Pradesh
5373,67578206,0.266,0.8,0.298,0.165,1,0.5058,0.4858,Himachal Pradesh
5374,67578206,0.266,0.8,0.298,0.165,1,0.5058,0.4858,Himachal Pradesh
5375,67578206,0.266,0.8,0.298,0.165,1,0.5058,0.4858,Himachal Pradesh
5376,67578207,0.8,0.8,0.595,0.665,0.7,0.712,0.722,Himachal Pradesh
5377,67578207,0.8,0.8,0.595,0.495,0.7,0.678,0.688,Himachal Pradesh
5378,67578207,0.8,0.8,0.595,0.495,0.7,0.678,0.688,Himachal Pradesh
5383,67578209,0.932,0.8,0.595,0.665,0.4,0.6784,0.7184,Himachal Pradesh
5384,67578209,0.932,0.8,0.595,0.665,0.4,0.6784,0.7184,Himachal Pradesh
5385,67578209,0.932,0.8,0.595,0.495,0.4,0.6444,0.6844,Himachal Pradesh
5386,67578209,0.932,0.8,0.595,0.165,0.4,0.5784,0.6184,Himachal Pradesh
5387,67578209,0.932,0.8,0.595,0.165,0.4,0.5784,0.6184,Himachal Pradesh
5388,67578210,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5389,67578210,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5390,67578210,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5391,67579101,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5392,67579101,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5393,67579101,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5394,67579101,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5398,67579201,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5399,67579201,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5400,67579201,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5401,67579201,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5402,67579202,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5403,67579202,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5404,67579202,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5405,67579202,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5406,67579202,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5407,67579203,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5408,67579203,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5409,67579204,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5410,67579204,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5411,67579204,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5412,67579204,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5413,67579205,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5414,67579205,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5415,67579205,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5416,67579205,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5417,67579205,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5418,67579206,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5419,67579206,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5420,67579207,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5421,67579207,0.866,0.8,0.595,0.495,0.7,0.6912,0.7012,Himachal Pradesh
5422,67579207,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5423,67579208,0.798,0.8,0.595,0.665,0.633,0.6982,0.7149,Himachal Pradesh
5424,67579208,0.798,0.8,0.595,0.495,0.633,0.6642,0.6809,Himachal Pradesh
5425,67579208,0.798,0.8,0.595,0.165,0.633,0.5982,0.6149,Himachal Pradesh
5426,67579208,0.798,0.8,0.595,0.495,0.633,0.6642,0.6809,Himachal Pradesh
5427,67579208,0.798,0.8,0.595,0.495,0.633,0.6642,0.6809,Himachal Pradesh
5428,67579208,0.798,0.8,0.595,0.165,0.633,0.5982,0.6149,Himachal Pradesh
5429,67579209,0.666,0.8,0.595,0.165,0.7,0.5852,0.5952,Himachal Pradesh
5430,67579209,0.666,0.8,0.595,0.665,0.7,0.6852,0.6952,Himachal Pradesh
5431,67579209,0.666,0.8,0.595,0.495,0.7,0.6512,0.6612,Himachal Pradesh
5432,67579209,0.666,0.8,0.595,0.495,0.7,0.6512,0.6612,Himachal Pradesh
5433,67579209,0.666,0.8,0.595,0.165,0.7,0.5852,0.5952,Himachal Pradesh
5434,67579209,0.666,0.8,0.595,0.495,0.7,0.6512,0.6612,Himachal Pradesh
5435,67579209,0.666,0.8,0.595,0.665,0.7,0.6852,0.6952,Himachal Pradesh
5436,67579210,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5437,67579210,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5438,67579210,0.866,0.8,0.595,0.665,0.7,0.7252,0.7352,Himachal Pradesh
5439,67579210,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5440,67579210,0.866,0.8,0.595,0.165,0.7,0.6252,0.6352,Himachal Pradesh
5441,67570101,0.866,0.4,0.595,0.495,1,0.6712,0.6112,Himachal Pradesh
5442,67570101,0.866,0.4,0.595,0.165,1,0.6052,0.5452,Himachal Pradesh
5443,67570102,0.8,0.8,0.595,0.495,1,0.738,0.718,Himachal Pradesh
5444,67570102,0.8,0.8,0.595,0.495,1,0.738,0.718,Himachal Pradesh
5445,67570102,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5446,67570201,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5447,67570201,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Himachal Pradesh
5448,67570201,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5449,67570201,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5450,67570201,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5451,67570202,0.866,0.8,0.799,0.165,1,0.726,0.706,Himachal Pradesh
5452,67570202,0.866,0.8,0.799,0.495,1,0.792,0.772,Himachal Pradesh
5453,67570202,0.866,0.8,0.799,0.665,1,0.826,0.806,Himachal Pradesh
5454,67570202,0.866,0.8,0.799,0.495,1,0.792,0.772,Himachal Pradesh
5455,67570203,0.866,0.8,0.595,0.5,1,0.7522,0.7322,Himachal Pradesh
5456,67570203,0.866,0.8,0.595,0.5,1,0.7522,0.7322,Himachal Pradesh
5457,67570204,0.8,0.8,0.595,0.165,1,0.672,0.652,Himachal Pradesh
5458,67570204,0.8,0.8,0.595,0.165,1,0.672,0.652,Himachal Pradesh
5459,67570204,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5460,67570204,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5461,67570204,0.8,0.8,0.595,0.165,1,0.672,0.652,Himachal Pradesh
5462,67570204,0.8,0.8,0.595,0.165,1,0.672,0.652,Himachal Pradesh
5463,67570205,0.8,0.8,0.595,0.165,1,0.672,0.652,Himachal Pradesh
5464,67570205,0.8,0.8,0.595,0.165,1,0.672,0.652,Himachal Pradesh
5465,67570205,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5470,67570207,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5471,67570207,0.8,0.8,0.595,0.495,1,0.738,0.718,Himachal Pradesh
5472,67570207,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5473,67570207,0.8,0.8,0.595,0.495,1,0.738,0.718,Himachal Pradesh
5474,67570208,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5475,67570208,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5476,67570208,0.8,0.8,0.595,0.165,1,0.672,0.652,Himachal Pradesh
5485,67570210,0.8,0.8,0.595,0.495,1,0.738,0.718,Himachal Pradesh
5486,67570210,0.8,0.8,0.595,0.665,1,0.772,0.752,Himachal Pradesh
5487,67570210,0.8,0.8,0.595,0.495,1,0.738,0.718,Himachal Pradesh
5488,67570210,0.8,0.8,0.595,0.495,1,0.738,0.718,Himachal Pradesh
5493,67567103,0.866,0.8,0.595,0.33,0.199,0.558,0.6181,Himachal Pradesh
5512,67567206,0.866,0.932,0.595,0.665,1,0.8116,0.8048,Himachal Pradesh
5513,67567206,0.866,0.932,0.595,0.665,1,0.8116,0.8048,Himachal Pradesh
5514,67567206,0.866,0.932,0.595,0.665,1,0.8116,0.8048,Himachal Pradesh
5515,67567206,0.866,0.932,0.595,0.495,1,0.7776,0.7708,Himachal Pradesh
5516,67567206,0.866,0.932,0.595,0.665,1,0.8116,0.8048,Himachal Pradesh
5517,67567206,0.866,0.932,0.595,0.495,1,0.7776,0.7708,Himachal Pradesh
5518,67567207,0.866,0.8,0.595,0.665,0.499,0.685,0.7151,Himachal Pradesh
5519,67567207,0.866,0.8,0.595,0.665,0.499,0.685,0.7151,Himachal Pradesh
5520,67567207,0.866,0.8,0.595,0.495,0.499,0.651,0.6811,Himachal Pradesh
5521,67567207,0.866,0.8,0.595,0.495,0.499,0.651,0.6811,Himachal Pradesh
5529,67566101,0.866,0.932,0.595,0.495,0.933,0.7642,0.7641,Himachal Pradesh
5530,67566101,0.866,0.932,0.595,0.165,0.933,0.6982,0.6981,Himachal Pradesh
5531,67566101,0.866,0.932,0.595,0.495,0.933,0.7642,0.7641,Himachal Pradesh
5532,67566102,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5533,67566102,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5534,67566102,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5535,67566102,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5540,67566202,0.866,0.932,0.595,0.495,0.933,0.7642,0.7641,Himachal Pradesh
5541,67566202,0.866,0.932,0.595,0.665,0.933,0.7982,0.7981,Himachal Pradesh
5542,67566202,0.866,0.932,0.595,0.665,0.933,0.7982,0.7981,Himachal Pradesh
5543,67566202,0.866,0.932,0.595,0.495,0.933,0.7642,0.7641,Himachal Pradesh
5544,67566203,0.866,0.8,0.595,0.665,0.933,0.7718,0.7585,Himachal Pradesh
5545,67566203,0.866,0.8,0.595,0.495,0.933,0.7378,0.7245,Himachal Pradesh
5546,67566203,0.866,0.8,0.595,0.495,0.933,0.7378,0.7245,Himachal Pradesh
5547,67566203,0.866,0.8,0.595,0.495,0.933,0.7378,0.7245,Himachal Pradesh
5548,67566204,0.866,0.932,0.595,0.165,0.7,0.6516,0.6748,Himachal Pradesh
5549,67566204,0.866,0.932,0.595,0.165,0.7,0.6516,0.6748,Himachal Pradesh
5550,67566204,0.866,0.932,0.595,0.665,0.7,0.7516,0.7748,Himachal Pradesh
5551,67566204,0.866,0.932,0.595,0.665,0.7,0.7516,0.7748,Himachal Pradesh
5553,67566204,0.866,0.932,0.595,0.665,0.7,0.7516,0.7748,Himachal Pradesh
5554,67566204,0.866,0.932,0.595,0.495,0.7,0.7176,0.7408,Himachal Pradesh
5564,67566206,0.866,1,0.595,0.165,1,0.7252,0.7252,Himachal Pradesh
5565,67566206,0.866,1,0.595,0.665,1,0.8252,0.8252,Himachal Pradesh
5566,67566206,0.866,1,0.595,0.665,1,0.8252,0.8252,Himachal Pradesh
5567,67566206,0.866,1,0.595,0.165,1,0.7252,0.7252,Himachal Pradesh
5603,67565203,0.866,0.4,0.595,0.495,1,0.6712,0.6112,Himachal Pradesh
5604,67565203,0.866,0.4,0.595,0.165,1,0.6052,0.5452,Himachal Pradesh
5605,67565203,0.866,0.4,0.595,0.495,1,0.6712,0.6112,Himachal Pradesh
5606,67565203,0.866,0.4,0.595,0.495,1,0.6712,0.6112,Himachal Pradesh
5607,67565203,0.866,0.4,0.595,0.165,1,0.6052,0.5452,Himachal Pradesh
5690,67563201,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Himachal Pradesh
5691,67563201,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Himachal Pradesh
5692,67563201,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5693,67563201,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5694,67563201,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5695,67563201,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5696,67563201,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5697,67563201,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5700,67563203,0.798,0.8,0.595,0.33,1,0.7046,0.6846,Himachal Pradesh
5701,67563203,0.798,0.8,0.595,0.33,1,0.7046,0.6846,Himachal Pradesh
5702,67563204,0.866,0.4,0.595,0.665,1,0.7052,0.6452,Himachal Pradesh
5703,67563204,0.866,0.4,0.595,0.495,1,0.6712,0.6112,Himachal Pradesh
5704,67563204,0.866,0.4,0.595,0.495,1,0.6712,0.6112,Himachal Pradesh
5705,67563204,0.866,0.4,0.595,0.665,1,0.7052,0.6452,Himachal Pradesh
5712,67563206,0.798,0.8,0.595,0.495,1,0.7376,0.7176,Himachal Pradesh
5713,67563206,0.798,0.8,0.595,0.495,1,0.7376,0.7176,Himachal Pradesh
5714,67563206,0.798,0.8,0.595,0.495,1,0.7376,0.7176,Himachal Pradesh
5715,67563206,0.798,0.8,0.595,0.495,1,0.7376,0.7176,Himachal Pradesh
5716,67563206,0.798,0.8,0.595,0.495,1,0.7376,0.7176,Himachal Pradesh
5717,67563207,0.798,0.4,0.595,0.495,0.298,0.5172,0.5274,Himachal Pradesh
5718,67563207,0.798,0.4,0.595,0.495,0.298,0.5172,0.5274,Himachal Pradesh
5719,67563207,0.798,0.4,0.595,0.165,0.298,0.4512,0.4614,Himachal Pradesh
5720,67563207,0.798,0.4,0.595,0.165,0.298,0.4512,0.4614,Himachal Pradesh
5726,67563209,0.866,0.4,0.595,0,1,0.5722,0.5122,Himachal Pradesh
5727,67563209,0.866,0.4,0.595,0,1,0.5722,0.5122,Himachal Pradesh
5744,67561201,0.266,0.4,0.595,0.495,1,0.5512,0.4912,Himachal Pradesh
5745,67561201,0.266,0.4,0.595,0.165,1,0.4852,0.4252,Himachal Pradesh
5746,67561201,0.266,0.4,0.595,0.165,1,0.4852,0.4252,Himachal Pradesh
5775,67561208,0.866,0.8,0.799,0,1,0.693,0.673,Himachal Pradesh
5776,67561208,0.866,0.8,0.799,0.5,1,0.793,0.773,Himachal Pradesh
5917,67569206,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Himachal Pradesh
5918,67569206,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Himachal Pradesh
5919,67569206,0.866,0.8,0.595,0.665,1,0.7852,0.7652,Himachal Pradesh
5920,67569206,0.866,0.8,0.595,0.495,1,0.7512,0.7312,Himachal Pradesh
5921,67569206,0.866,0.8,0.595,0.165,1,0.6852,0.6652,Himachal Pradesh
5943,67569210,0.266,0.4,0.595,0.165,0.7,0.4252,0.3952,Himachal Pradesh
5944,67569210,0.266,0.4,0.595,0.495,0.7,0.4912,0.4612,Himachal Pradesh
5945,67569210,0.266,0.4,0.595,0.495,0.7,0.4912,0.4612,Himachal Pradesh
5946,67569210,0.266,0.4,0.595,0.495,0.7,0.4912,0.4612,Himachal Pradesh
5947,67569210,0.266,0.4,0.595,0.495,0.7,0.4912,0.4612,Himachal Pradesh
5997,67560208,0.798,0.8,0.595,0.665,0.7,0.7116,0.7216,Himachal Pradesh
5998,67560208,0.798,0.8,0.595,0.495,0.7,0.6776,0.6876,Himachal Pradesh
5999,67560208,0.798,0.8,0.595,0.665,0.7,0.7116,0.7216,Himachal Pradesh
6000,67560208,0.798,0.8,0.595,0.665,0.7,0.7116,0.7216,Himachal Pradesh
6001,67560208,0.798,0.8,0.595,0.495,0.7,0.6776,0.6876,Himachal Pradesh
6002,67560208,0.798,0.8,0.595,0.495,0.7,0.6776,0.6876,Himachal Pradesh
6010,67557101,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6011,67557101,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6012,67557101,0.8,0.8,0.595,0.665,0.298,0.6316,0.6818,Himachal Pradesh
6013,67557102,0.8,0.8,0.595,0.165,0.298,0.5316,0.5818,Himachal Pradesh
6014,67557102,0.8,0.8,0.595,0.165,0.298,0.5316,0.5818,Himachal Pradesh
6015,67557102,0.8,0.8,0.595,0.665,0.298,0.6316,0.6818,Himachal Pradesh
6016,67557201,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Himachal Pradesh
6017,67557201,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Himachal Pradesh
6018,67557201,0.8,0.4,0.595,0.495,0.298,0.5176,0.5278,Himachal Pradesh
6019,67557202,0.8,0.8,0.595,0.495,0.7,0.678,0.688,Himachal Pradesh
6020,67557202,0.8,0.8,0.595,0.495,0.7,0.678,0.688,Himachal Pradesh
6021,67557202,0.8,0.8,0.595,0.665,0.7,0.712,0.722,Himachal Pradesh
6022,67557203,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6023,67557203,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6024,67557203,0.8,0.8,0.595,0.665,0.298,0.6316,0.6818,Himachal Pradesh
6025,67557203,0.8,0.8,0.595,0.665,0.298,0.6316,0.6818,Himachal Pradesh
6026,67557203,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6027,67557203,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6028,67557204,0.8,0.8,0.595,0.665,0.298,0.6316,0.6818,Himachal Pradesh
6029,67557204,0.8,0.8,0.595,0.665,0.298,0.6316,0.6818,Himachal Pradesh
6030,67557204,0.8,0.8,0.595,0.665,0.298,0.6316,0.6818,Himachal Pradesh
6031,67557204,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6032,67557205,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6033,67557205,0.8,0.8,0.595,0.495,0.298,0.5976,0.6478,Himachal Pradesh
6034,67557205,0.8,0.8,0.595,0.665,0.298,0.6316,0.6818,Himachal Pradesh
6035,67557206,0.8,0.8,0.595,0.665,0.7,0.712,0.722,Himachal Pradesh
6036,67557206,0.8,0.8,0.595,0.665,0.7,0.712,0.722,Himachal Pradesh
6037,67557206,0.8,0.8,0.595,0.665,0.7,0.712,0.722,Himachal Pradesh
6038,67557206,0.8,0.8,0.595,0.495,0.7,0.678,0.688,Himachal Pradesh
6039,67557206,0.8,0.8,0.595,0.165,0.7,0.612,0.622,Himachal Pradesh
6040,67557207,0.8,0.8,0.595,0.665,0.598,0.6916,0.7118,Himachal Pradesh
6041,67557207,0.8,0.8,0.595,0.495,0.598,0.6576,0.6778,Himachal Pradesh
